2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
